DATE,CLOSE,HIGH,LOW,OPEN,TRADES,VWAP
2022-11-16,599.75,603.5,596.0,599.95,168811,600.52
2022-11-15,600.85,602.1,592.65,594.3,153811,597.7
2022-11-14,592.55,603.95,591.65,603.95,227415,596.08
2022-11-11,601.3,619.55,598.5,617.25,220631,605.28
2022-11-10,605.75,615.1,602.2,613.1,232699,607.23
2022-11-09,615.55,621.0,610.55,621.0,302328,615.08
2022-11-07,614.15,622.7,607.7,613.0,470162,615.56
2022-11-04,593.95,596.95,580.4,586.0,302456,587.64
2022-11-03,584.9,587.95,568.0,569.0,244825,581.58
2022-11-02,573.85,578.95,569.9,575.9,142730,574.79
2022-11-01,576.9,585.75,574.6,576.35,163499,579.85
2022-10-31,573.8,577.45,568.4,574.95,139535,572.79
2022-10-28,570.75,582.65,567.0,579.95,144061,572.65
2022-10-27,579.65,585.0,577.6,583.95,209377,580.71
2022-10-25,578.55,586.2,568.0,572.5,215376,578.28
2022-10-24,570.5,572.5,565.9,567.0,63147,569.46
2022-10-21,560.85,565.8,557.25,557.25,198859,562.7
2022-10-20,555.4,556.8,545.3,552.0,134915,551.98
2022-10-19,553.4,563.45,551.55,563.0,137573,555.4
2022-10-18,562.45,563.5,546.75,547.1,245391,558.19
2022-10-17,543.65,544.7,524.2,526.4,208408,538.7
2022-10-14,527.2,534.85,526.0,530.2,144578,530.03
2022-10-13,521.45,533.8,520.2,533.0,166849,525.44
2022-10-12,533.8,535.0,526.0,530.0,121592,530.03
2022-10-11,527.4,533.7,525.5,530.75,159970,529.35
2022-10-10,530.75,533.9,522.2,525.7,191653,528.13
2022-10-07,530.2,535.6,526.55,535.5,185698,529.64
2022-10-06,537.3,541.8,534.6,534.6,183101,538.44
2022-10-04,532.7,535.8,527.8,533.0,128142,532.39
2022-10-03,519.75,531.65,518.5,527.6,141130,525.01
2022-09-30,530.6,536.9,516.15,524.0,199404,528.17
2022-09-29,521.75,535.7,519.55,529.0,215284,525.18
2022-09-28,524.85,539.8,520.35,532.9,183919,532.17
2022-09-27,536.5,550.9,533.2,544.55,154979,542.4
2022-09-26,543.3,549.0,533.0,545.8,274214,541.37
2022-09-23,550.6,568.0,549.5,564.8,282839,555.53
2022-09-22,567.3,574.0,562.0,566.75,181550,567.39
2022-09-21,569.7,577.3,565.4,575.0,174676,570.45
