DATE,CLOSE,HIGH,LOW,OPEN,TRADES,VWAP
2024-07-23,2995.35,3038.0,2886.35,3020.0,103491,2989.95
2024-07-22,3000.85,3026.9,2972.15,3005.7,50675,3002.66
2024-07-19,3005.7,3094.5,3000.0,3092.0,68966,3033.24
2024-07-18,3092.2,3111.0,3057.15,3106.0,80772,3083.68
2024-07-16,3109.3,3137.75,3096.1,3110.0,60074,3115.88
2024-07-15,3090.4,3103.5,3058.35,3066.1,44784,3081.16
2024-07-12,3065.45,3098.8,3058.35,3090.0,51794,3075.05
2024-07-11,3078.3,3129.8,3074.1,3118.7,85332,3097.76
2024-07-10,3096.0,3127.25,3063.4,3120.1,44240,3097.88
2024-07-09,3110.75,3158.0,3100.5,3115.95,57330,3125.4
2024-07-08,3113.6,3158.2,3075.0,3147.9,84099,3104.41
2024-07-05,3147.9,3158.55,3123.95,3143.9,42349,3143.96
2024-07-04,3144.25,3194.45,3138.05,3192.0,72430,3156.24
2024-07-03,3190.95,3194.55,3147.75,3158.0,56436,3170.61
2024-07-02,3153.2,3207.8,3131.05,3179.85,93900,3169.46
2024-07-01,3183.8,3193.15,3157.55,3179.95,54965,3175.58
2024-06-28,3177.15,3211.95,3157.0,3190.0,51717,3184.74
2024-06-27,3175.15,3202.25,3150.0,3177.0,153131,3170.85
2024-06-26,3170.5,3187.7,3163.9,3169.05,58917,3174.21
2024-06-25,3171.1,3208.45,3156.35,3204.75,58570,3175.93
2024-06-24,3194.6,3214.8,3135.0,3185.75,107805,3191.57
2024-06-21,3189.3,3277.1,3176.4,3265.05,160462,3205.27
2024-06-20,3259.45,3315.0,3240.0,3263.9,97561,3279.03
2024-06-19,3261.9,3314.0,3226.3,3314.0,84944,3259.86
2024-06-18,3309.05,3345.0,3287.2,3310.0,107419,3311.54
2024-06-14,3261.75,3275.0,3221.1,3225.0,98091,3252.79
2024-06-13,3224.8,3254.0,3207.25,3230.0,96083,3221.11
2024-06-12,3219.05,3245.0,3208.0,3224.9,74328,3226.61
2024-06-11,3221.25,3265.0,3195.05,3224.0,121200,3235.16
2024-06-10,3220.1,3284.4,3205.5,3267.0,152562,3247.8
2024-06-07,3219.55,3233.75,3151.6,3170.4,146457,3207.35
2024-06-06,3185.65,3222.4,3137.15,3184.0,278600,3186.26
2024-06-05,3115.35,3150.0,2750.0,3030.0,612958,2958.33
2024-06-04,2941.25,3520.0,2733.95,3520.0,848267,3136.46
2024-06-03,3645.25,3743.9,3586.05,3725.0,414787,3659.12
2024-05-31,3411.35,3434.45,3225.25,3225.25,290001,3359.45
2024-05-30,3194.25,3274.3,3174.5,3254.0,112565,3219.99
2024-05-29,3258.8,3322.9,3212.0,3250.0,98310,3270.3
2024-05-28,3244.05,3329.5,3229.05,3309.65,95508,3282.72
2024-05-27,3289.05,3358.0,3267.05,3358.0,140021,3307.4
2024-05-24,3384.95,3457.85,3355.6,3406.0,179402,3409.34
2024-05-23,3387.3,3406.0,3135.55,3156.7,327015,3302.83
2024-05-22,3140.95,3145.0,3073.5,3129.95,95242,3121.08
2024-05-21,3117.5,3175.0,3034.5,3067.9,135865,3123.72
2024-05-18,3059.75,3074.0,3055.0,3074.0,5248,3064.28
2024-05-17,3060.5,3091.0,3015.5,3041.05,74283,3053.08
2024-05-16,3041.65,3076.95,2974.95,3065.0,144012,3022.05
2024-05-15,3049.75,3118.85,3037.6,3046.75,93983,3074.65
2024-05-14,3037.55,3046.0,2874.55,2894.95,196967,2995.85
2024-05-13,2879.6,2890.0,2790.5,2803.0,115926,2839.27
2024-05-10,2797.25,2809.0,2760.45,2794.95,79999,2791.48
2024-05-09,2766.65,2883.65,2756.0,2864.8,116557,2814.22
2024-05-08,2860.55,2890.9,2820.0,2850.0,57225,2860.65
2024-05-07,2835.95,2905.35,2822.0,2889.95,73865,2857.91
2024-05-06,2874.65,3000.2,2850.0,2993.25,126554,2890.39
2024-05-03,2993.25,3045.0,2975.1,3030.0,93663,3007.11
2024-05-02,3039.6,3119.85,3015.05,3071.95,169345,3065.29
2024-04-30,3054.7,3108.45,3045.0,3094.0,50263,3074.15
2024-04-29,3081.2,3110.5,3051.5,3110.0,51392,3079.0
2024-04-26,3080.4,3129.9,3066.05,3119.9,51695,3090.2
2024-04-25,3115.25,3120.9,3025.65,3050.0,103832,3078.5
2024-04-24,3043.55,3087.85,3040.0,3071.95,36665,3066.42
2024-04-23,3065.1,3091.0,3043.1,3059.0,61219,3066.74
2024-04-22,3063.35,3077.5,3025.0,3053.0,51253,3050.24
2024-04-19,3026.95,3057.05,2962.5,3000.0,91721,3020.56
2024-04-18,3019.3,3145.0,3008.3,3125.15,106820,3095.25
2024-04-16,3106.4,3149.2,3100.0,3101.0,48602,3119.45
2024-04-15,3147.45,3180.3,3103.2,3150.0,73457,3143.46
2024-04-12,3209.9,3247.5,3205.3,3210.0,40387,3221.01
2024-04-10,3242.0,3254.6,3192.5,3200.0,55670,3231.43
2024-04-09,3198.45,3251.0,3185.0,3240.7,38430,3214.28
2024-04-08,3224.55,3243.5,3197.2,3240.95,37073,3216.9
2024-04-05,3224.8,3234.0,3178.95,3211.1,37497,3215.34
2024-04-04,3210.8,3273.0,3201.7,3250.0,99323,3234.57
2024-04-03,3233.45,3260.15,3222.0,3250.0,55622,3238.76
2024-04-02,3268.75,3285.0,3240.0,3258.95,55071,3259.76
2024-04-01,3252.1,3291.8,3207.85,3230.2,71000,3247.41
2024-03-28,3197.1,3237.0,3096.75,3134.0,141506,3178.72
2024-03-27,3122.1,3138.45,3106.25,3115.0,66957,3122.82
2024-03-26,3109.95,3171.95,3089.1,3100.5,66405,3130.27
2024-03-22,3107.7,3128.95,3048.05,3066.55,63264,3095.08
2024-03-21,3066.5,3107.1,3059.6,3089.55,67248,3080.51
2024-03-20,3051.45,3083.2,3021.1,3075.0,64232,3046.55
2024-03-19,3052.7,3164.8,3041.85,3126.0,92875,3093.78
2024-03-18,3111.75,3124.0,2976.05,3050.1,159589,3053.4
2024-03-15,3132.2,3143.4,3061.25,3111.0,120251,3108.38
2024-03-14,3087.45,3101.2,2880.0,2927.45,246625,3033.64
2024-03-13,2906.2,3138.05,2850.15,3125.0,237808,2950.44
2024-03-12,3122.5,3222.7,3111.0,3207.35,86164,3156.27
2024-03-11,3207.35,3259.0,3200.0,3241.2,48887,3229.54
2024-03-07,3226.55,3262.0,3220.0,3240.0,52628,3240.29
2024-03-06,3233.95,3323.0,3183.15,3323.0,111432,3226.77
2024-03-05,3310.2,3334.0,3295.05,3325.3,68687,3314.16
2024-03-04,3317.15,3350.0,3310.05,3335.0,59907,3325.35
2024-03-02,3333.25,3348.7,3321.5,3332.0,9160,3333.12
2024-03-01,3318.75,3346.0,3281.8,3309.85,64364,3314.26
2024-02-29,3285.4,3304.75,3205.35,3220.05,95429,3260.07
2024-02-28,3219.0,3318.8,3207.5,3309.2,98070,3252.19
2024-02-27,3302.3,3340.0,3273.0,3339.0,65439,3306.04
2024-02-26,3327.75,3344.0,3263.0,3272.0,104868,3318.26
2024-02-23,3273.3,3319.95,3225.1,3263.05,84335,3281.89
2024-02-22,3263.05,3274.0,3210.5,3239.0,88963,3236.68
2024-02-21,3223.2,3300.0,3205.0,3238.0,105900,3258.0
2024-02-20,3228.6,3269.8,3210.15,3267.0,61717,3238.23
2024-02-19,3258.8,3308.6,3235.8,3240.0,87952,3275.82
2024-02-16,3223.6,3252.3,3192.65,3214.0,84990,3221.58
2024-02-15,3193.8,3252.75,3184.05,3219.85,90530,3214.66
2024-02-14,3207.2,3255.25,3169.85,3184.0,101676,3212.71
2024-02-13,3178.45,3194.0,3092.05,3180.0,73578,3142.91
2024-02-12,3169.75,3241.95,3160.0,3229.0,64420,3193.32
2024-02-09,3215.2,3224.95,3121.2,3184.45,92034,3182.28
2024-02-08,3168.6,3245.6,3146.1,3245.6,126898,3186.56
2024-02-07,3229.85,3277.95,3210.0,3220.05,122378,3242.51
2024-02-06,3203.75,3228.2,3160.0,3183.9,148672,3197.81
2024-02-05,3173.45,3229.4,3151.45,3170.0,132489,3192.8
2024-02-02,3157.45,3208.5,3140.0,3184.95,123968,3173.2
2024-02-01,3153.5,3236.95,3083.05,3156.9,211723,3162.65
2024-01-31,3142.0,3151.7,3072.4,3092.75,115716,3116.94
2024-01-30,3091.1,3129.9,3020.9,3081.0,152019,3090.43
2024-01-29,3064.65,3092.7,2923.05,2929.0,276784,3044.27
2024-01-25,2893.6,2926.35,2804.4,2903.45,135262,2860.14
2024-01-24,2903.45,2929.1,2871.25,2901.0,160772,2891.63
2024-01-23,2896.55,3014.95,2885.5,3014.95,101673,2945.88
2024-01-20,2987.9,3015.85,2890.5,2930.0,83748,2939.51
2024-01-19,2915.65,2949.45,2903.05,2945.35,88297,2926.36
2024-01-18,2918.9,2985.0,2885.1,2975.55,137932,2923.25
2024-01-17,2971.05,3045.0,2946.3,3033.0,116205,2994.68
2024-01-16,3056.5,3104.5,3035.0,3095.0,81017,3066.6
2024-01-15,3089.5,3130.0,3067.45,3127.0,66077,3095.46
2024-01-12,3104.1,3125.0,3068.2,3096.35,81003,3100.07
2024-01-11,3080.9,3129.0,3065.0,3120.0,82014,3089.22
2024-01-10,3098.2,3112.0,3020.05,3024.0,146816,3077.75
2024-01-09,3014.6,3068.8,2980.0,2990.7,124090,3029.63
2024-01-08,2963.5,3027.0,2952.95,3020.0,77114,2990.76
2024-01-05,3006.6,3066.9,2981.1,3009.95,125926,3026.08
2024-01-04,2998.3,3044.45,2990.0,3039.4,122929,3011.56
2024-01-03,3003.0,3199.0,2955.6,3047.0,762896,3060.56
2024-01-02,2932.4,2948.2,2841.0,2922.0,116025,2903.97
2024-01-01,2917.2,2947.0,2842.05,2852.3,116403,2914.54
2023-12-29,2848.95,2863.3,2802.85,2823.9,65085,2838.38
2023-12-28,2809.9,2867.35,2800.1,2855.0,108070,2818.51
2023-12-27,2843.35,2894.8,2833.6,2880.7,96864,2854.23
2023-12-26,2865.45,2893.75,2800.1,2817.0,124764,2859.55
2023-12-22,2808.35,2847.6,2791.4,2815.95,76777,2819.62
2023-12-21,2799.75,2821.95,2725.0,2750.0,139231,2788.43
2023-12-20,2783.85,2968.0,2766.2,2946.0,171337,2870.07
2023-12-19,2941.25,2994.35,2915.0,2988.8,81742,2950.36
2023-12-18,2980.6,3027.75,2961.1,2993.95,100133,2993.07
2023-12-15,2991.8,3000.0,2893.9,2912.05,180486,2962.62
2023-12-14,2894.05,2932.95,2887.0,2900.95,140194,2908.68
2023-12-13,2875.05,2899.1,2805.0,2860.0,118936,2854.75
2023-12-12,2857.65,2895.95,2840.55,2869.1,91033,2864.57
2023-12-11,2855.8,2919.9,2811.05,2837.05,202891,2867.92
2023-12-08,2822.15,2927.0,2760.0,2902.7,289285,2839.19
2023-12-07,2887.15,2945.9,2853.05,2900.0,265235,2898.6
2023-12-06,2883.95,3154.55,2844.85,3080.0,780601,2987.51
2023-12-05,2959.35,2999.9,2531.2,2531.2,753504,2804.15
2023-12-04,2531.2,2595.0,2487.45,2549.95,226984,2529.8
2023-12-01,2362.7,2403.35,2354.1,2370.0,79854,2372.38
2023-11-30,2358.55,2409.0,2343.05,2400.05,128913,2361.69
2023-11-29,2396.6,2477.65,2390.0,2468.7,176974,2429.99
2023-11-28,2423.5,2512.4,2275.0,2301.0,429582,2416.12
2023-11-24,2225.45,2251.95,2160.9,2179.0,91515,2206.04
2023-11-23,2175.25,2190.0,2160.6,2190.0,38958,2176.85
2023-11-22,2172.65,2225.0,2153.5,2205.15,58112,2175.45
2023-11-21,2196.65,2232.55,2158.35,2160.0,90480,2207.07
2023-11-20,2149.85,2218.5,2142.0,2211.0,78926,2173.7
2023-11-17,2208.8,2237.95,2201.0,2205.9,43810,2216.32
2023-11-16,2205.9,2232.8,2196.1,2226.0,73917,2211.42
2023-11-15,2225.4,2250.0,2220.5,2240.0,33170,2228.39
2023-11-13,2213.65,2241.9,2195.55,2215.5,42537,2212.76
2023-11-12,2211.35,2226.0,2205.1,2219.7,9273,2215.9
2023-11-10,2205.1,2237.0,2198.5,2220.25,45963,2214.55
2023-11-09,2214.65,2272.6,2210.1,2269.0,63026,2231.38
2023-11-08,2259.95,2298.0,2235.0,2245.3,58323,2263.84
2023-11-07,2233.35,2260.0,2226.65,2257.0,33475,2240.69
2023-11-06,2246.0,2260.0,2233.0,2253.95,43846,2244.88
2023-11-03,2229.85,2279.0,2215.0,2215.3,82880,2244.27
2023-11-02,2215.3,2297.95,2204.2,2247.0,127122,2247.07
2023-11-01,2217.3,2312.25,2207.0,2299.0,79883,2253.36
2023-10-31,2294.65,2320.0,2276.0,2320.0,52388,2294.76
2023-10-30,2299.1,2305.0,2250.0,2260.05,53630,2286.43
2023-10-27,2261.7,2275.0,2212.0,2222.0,63625,2246.49
2023-10-26,2203.2,2249.0,2167.05,2249.0,128777,2202.63
2023-10-25,2257.0,2348.05,2235.3,2320.0,79580,2287.32
2023-10-23,2308.65,2412.35,2301.8,2397.8,81837,2339.84
2023-10-20,2393.75,2443.95,2382.05,2398.05,56041,2403.46
2023-10-19,2402.2,2414.7,2382.55,2400.0,67638,2399.0
2023-10-18,2406.35,2441.75,2401.05,2440.0,40653,2417.18
2023-10-17,2428.4,2462.0,2423.5,2459.95,39591,2441.19
2023-10-16,2429.35,2464.7,2421.85,2454.55,42165,2447.48
2023-10-13,2454.55,2495.0,2422.35,2488.9,97378,2446.51
2023-10-12,2506.35,2521.75,2490.65,2499.9,59299,2506.49
2023-10-11,2488.6,2538.0,2482.5,2533.9,56575,2512.68
2023-10-10,2498.3,2517.95,2443.0,2443.0,70051,2492.25
2023-10-09,2442.6,2459.7,2411.3,2440.0,59652,2435.04
2023-10-06,2478.1,2514.95,2466.05,2466.35,59609,2491.17
2023-10-05,2466.35,2486.5,2446.4,2477.95,64651,2464.12
2023-10-04,2464.95,2502.75,2392.25,2402.2,124922,2451.95
2023-10-03,2387.25,2424.9,2372.0,2418.0,70447,2395.35
2023-09-29,2413.9,2479.55,2405.05,2462.05,81407,2430.24
2023-09-28,2475.25,2511.0,2446.7,2489.95,75079,2478.59
2023-09-27,2483.3,2498.0,2445.1,2460.0,42234,2475.27
2023-09-26,2457.95,2499.0,2452.6,2491.0,35719,2474.46
2023-09-25,2482.1,2489.0,2424.0,2479.95,62473,2460.35
2023-09-22,2464.9,2498.0,2460.0,2489.95,44391,2474.07
2023-09-21,2479.25,2503.8,2461.0,2479.8,72931,2482.4
2023-09-20,2470.3,2533.65,2458.9,2502.4,53694,2489.13
2023-09-18,2502.45,2555.0,2491.0,2552.0,41768,2521.46
2023-09-15,2540.05,2558.0,2514.2,2519.8,59448,2539.2
2023-09-14,2519.8,2545.0,2506.05,2541.85,66834,2524.05
2023-09-13,2518.9,2566.95,2496.0,2545.7,64129,2528.52
2023-09-12,2535.7,2626.6,2530.0,2622.45,147400,2555.52
2023-09-11,2614.95,2630.25,2546.0,2565.0,181137,2581.13
2023-09-08,2519.3,2538.6,2506.1,2513.8,91658,2526.49
2023-09-07,2509.5,2520.0,2485.0,2498.0,65954,2506.0
2023-09-06,2496.5,2504.0,2471.0,2494.05,129014,2493.74
2023-09-05,2494.05,2501.4,2464.0,2482.0,124950,2488.19
2023-09-04,2470.6,2480.0,2450.05,2454.0,104932,2470.54
2023-09-01,2450.05,2465.55,2380.0,2381.0,169694,2441.84
2023-08-31,2419.25,2489.95,2383.75,2449.95,209189,2437.26
2023-08-30,2513.1,2543.0,2492.4,2517.0,116612,2525.87
2023-08-29,2506.45,2536.65,2445.0,2472.1,164344,2503.76
2023-08-28,2472.45,2582.0,2455.65,2550.0,147610,2499.94
2023-08-25,2495.75,2549.0,2486.0,2549.0,102176,2511.47
2023-08-24,2539.55,2613.0,2531.1,2580.0,157473,2574.82
2023-08-23,2530.3,2722.4,2488.85,2720.0,189702,2603.2
2023-08-22,2698.05,2721.0,2654.1,2668.85,216090,2696.4
2023-08-21,2639.75,2655.0,2580.5,2588.0,216694,2630.61
2023-08-18,2577.4,2665.95,2461.3,2477.5,344747,2562.98
2023-08-17,2479.7,2487.2,2442.05,2454.95,134500,2462.66
2023-08-16,2445.1,2465.0,2420.0,2450.0,130359,2450.99
2023-08-14,2456.0,2484.95,2400.05,2480.0,250812,2450.44
2023-08-11,2539.5,2568.15,2518.2,2550.05,153795,2552.42
2023-08-10,2552.4,2577.5,2510.0,2510.0,186434,2549.54
2023-08-09,2507.1,2516.9,2472.0,2488.35,137283,2500.07
2023-08-08,2474.55,2563.25,2461.3,2563.25,165124,2496.62
2023-08-07,2550.5,2569.0,2516.4,2550.95,104084,2545.71
2023-08-04,2541.8,2557.9,2502.0,2545.3,91387,2535.26
2023-08-03,2532.6,2550.0,2462.0,2469.9,164423,2516.19
2023-08-02,2473.55,2514.0,2451.0,2493.0,92290,2486.61
2023-08-01,2481.1,2514.0,2455.25,2504.85,66292,2480.87
2023-07-31,2492.2,2518.0,2467.0,2477.0,95349,2490.25
2023-07-28,2463.2,2481.65,2431.1,2437.0,83380,2461.29
2023-07-27,2428.4,2485.0,2415.0,2470.75,79442,2445.56
2023-07-26,2470.75,2506.0,2446.0,2472.45,123641,2479.6
2023-07-25,2466.65,2479.0,2416.0,2428.0,93641,2446.15
2023-07-24,2418.2,2439.4,2412.05,2430.0,44300,2424.7
2023-07-21,2416.3,2457.85,2395.3,2410.0,86825,2432.97
2023-07-20,2419.75,2433.9,2400.0,2428.95,69720,2419.72
2023-07-19,2423.75,2443.0,2416.9,2428.65,66734,2428.08
2023-07-18,2416.9,2510.0,2405.2,2415.0,218769,2446.49
2023-07-17,2408.55,2459.5,2391.3,2399.9,126827,2425.15
2023-07-14,2376.1,2385.0,2340.0,2375.0,59601,2363.27
2023-07-13,2362.05,2405.7,2355.55,2397.0,54521,2381.02
2023-07-12,2387.9,2432.0,2380.45,2429.9,62902,2400.74
2023-07-11,2422.9,2444.95,2388.0,2423.75,89046,2423.62
2023-07-10,2410.25,2462.7,2355.0,2392.8,133840,2411.32
2023-07-07,2379.6,2409.95,2368.1,2395.0,63030,2386.37
2023-07-06,2402.9,2427.6,2390.0,2399.15,72164,2406.35
2023-07-05,2399.15,2412.05,2374.0,2391.0,64720,2395.05
2023-07-04,2387.7,2414.0,2373.05,2397.0,79061,2395.02
2023-07-03,2385.5,2417.85,2373.2,2405.0,89985,2392.89
2023-06-30,2388.05,2437.95,2350.0,2437.95,175623,2390.92
2023-06-28,2402.0,2418.6,2293.85,2300.0,319100,2330.9
2023-06-27,2284.45,2343.85,2271.0,2328.95,119408,2305.44
2023-06-26,2295.6,2336.45,2173.05,2210.05,282882,2283.14
2023-06-23,2233.55,2392.3,2163.3,2392.3,538949,2245.65
2023-06-22,2397.25,2449.95,2360.0,2425.1,126915,2404.13
2023-06-21,2405.95,2440.0,2393.1,2426.7,97423,2403.11
2023-06-20,2414.8,2435.0,2390.0,2435.0,94144,2413.71
2023-06-19,2401.4,2521.6,2350.0,2504.0,240481,2414.19
2023-06-16,2509.6,2526.9,2487.4,2499.2,119702,2509.05
2023-06-15,2485.65,2527.0,2462.9,2469.0,128109,2497.56
2023-06-14,2457.15,2484.8,2452.35,2469.9,52469,2466.03
2023-06-13,2462.55,2505.0,2442.2,2499.0,84140,2477.69
2023-06-12,2484.8,2505.0,2432.6,2460.0,109217,2475.91
2023-06-09,2451.15,2458.9,2428.0,2447.95,70948,2446.22
2023-06-08,2429.15,2475.9,2369.05,2450.0,143560,2432.48
2023-06-07,2439.55,2466.95,2435.0,2453.0,85030,2449.14
2023-06-06,2433.65,2506.95,2425.9,2475.0,142108,2446.03
2023-06-05,2433.95,2514.0,2428.0,2463.2,124934,2465.5
2023-06-02,2445.05,2538.9,2425.0,2535.0,141696,2459.27
2023-06-01,2492.15,2560.0,2485.3,2499.9,72211,2507.49
2023-05-31,2493.35,2573.0,2428.0,2482.0,181970,2506.49
2023-05-30,2496.45,2554.15,2475.15,2529.3,80071,2522.15
2023-05-29,2534.05,2583.5,2523.0,2570.0,113984,2549.41
2023-05-26,2544.35,2599.95,2535.15,2565.0,170861,2559.29
2023-05-25,2537.45,2558.8,2386.65,2440.0,345309,2470.91
2023-05-24,2475.6,2750.0,2425.35,2709.0,834165,2554.26
2023-05-23,2633.7,2759.45,2400.0,2410.9,873248,2636.02
2023-05-22,2326.1,2347.0,1983.4,2010.0,779253,2212.95
2023-05-19,1956.05,1983.0,1872.1,1888.0,249199,1933.65
2023-05-18,1890.0,1924.0,1877.2,1910.05,73391,1900.73
2023-05-17,1899.5,1919.95,1857.75,1900.0,121068,1889.86
2023-05-16,1889.15,1935.0,1881.0,1927.0,93909,1907.38
2023-05-15,1916.05,1964.7,1880.0,1959.9,166552,1910.98
2023-05-12,1964.7,2010.0,1946.55,2009.0,124303,1972.68
2023-05-11,1984.65,2013.75,1910.0,1925.0,291184,1973.81
2023-05-10,1892.15,1914.9,1883.95,1899.0,71745,1900.91
2023-05-09,1896.1,1930.0,1889.1,1900.0,88427,1910.03
2023-05-08,1887.5,1926.9,1876.0,1920.3,101164,1893.79
2023-05-05,1920.3,1955.0,1903.15,1954.8,207327,1930.87
2023-05-04,1911.25,1935.0,1839.05,1839.05,168632,1886.78
2023-05-03,1839.0,1940.0,1785.35,1919.0,228734,1856.55
2023-05-02,1919.85,1966.0,1908.0,1935.0,143521,1932.34
2023-04-28,1924.95,1944.0,1857.15,1868.05,226409,1912.3
2023-04-27,1853.05,1864.95,1832.55,1848.0,71276,1849.97
2023-04-26,1847.9,1874.0,1826.4,1854.0,96443,1854.78
2023-04-25,1844.6,1913.75,1801.8,1806.0,201111,1865.2
2023-04-24,1801.95,1817.4,1775.8,1804.0,83370,1799.23
2023-04-21,1803.0,1853.25,1796.05,1846.0,87940,1816.0
2023-04-20,1842.9,1878.9,1836.85,1855.0,75110,1853.8
2023-04-19,1853.85,1877.7,1835.0,1847.0,95034,1857.49
2023-04-18,1850.95,1902.75,1830.0,1892.0,103734,1864.1
2023-04-17,1878.75,1904.9,1847.0,1870.75,121123,1877.52
2023-04-13,1870.75,1885.0,1826.05,1855.0,126886,1858.75
2023-04-12,1847.25,1858.75,1797.05,1814.0,162125,1840.31
2023-04-11,1803.15,1829.0,1792.85,1810.0,105302,1809.04
2023-04-10,1797.25,1812.7,1760.6,1774.0,175216,1792.77
2023-04-06,1754.05,1793.65,1688.15,1705.0,241838,1750.41
2023-04-05,1698.0,1737.95,1671.55,1717.45,153045,1700.22
2023-04-03,1717.45,1754.95,1695.5,1750.45,142156,1717.59
2023-03-31,1750.45,1825.0,1740.0,1788.0,217475,1773.0
2023-03-29,1740.4,1756.0,1591.1,1602.95,372047,1692.55
2023-03-28,1600.85,1733.0,1573.0,1727.95,355424,1631.04
2023-03-27,1723.05,1757.4,1682.0,1740.65,225632,1723.26
2023-03-24,1740.65,1823.0,1695.25,1796.0,274938,1756.97
2023-03-23,1794.0,1834.0,1780.0,1794.0,169920,1806.17
2023-03-22,1815.4,1850.0,1806.15,1834.0,130781,1825.77
2023-03-21,1824.25,1861.0,1804.95,1836.95,158108,1829.3
2023-03-20,1804.95,1849.95,1777.4,1837.0,227261,1805.76
2023-03-17,1876.55,1918.85,1845.0,1901.0,263971,1870.8
2023-03-16,1843.8,1875.0,1795.0,1861.0,311541,1838.73
2023-03-15,1839.0,1891.45,1728.1,1760.9,573832,1809.83
2023-03-14,1738.2,1874.85,1651.35,1874.0,551558,1742.93
2023-03-13,1874.4,1985.0,1857.4,1917.0,373128,1922.43
2023-03-10,1896.2,1940.0,1820.6,1870.0,465434,1889.62
2023-03-09,1953.15,2068.85,1905.35,2049.8,629218,1970.16
2023-03-08,2039.65,2088.0,1941.0,2040.0,625491,2029.34
2023-03-06,1982.9,2135.0,1855.0,1966.7,1230939,2021.04
2023-03-03,1879.5,1905.95,1685.5,1688.85,822488,1806.68
2023-03-02,1607.25,1646.0,1407.9,1499.9,924791,1564.51
2023-03-01,1564.3,1580.0,1411.0,1424.0,758963,1511.37
2023-02-28,1363.85,1398.0,1103.75,1145.0,1047492,1307.03
2023-02-27,1193.5,1313.8,1131.05,1300.0,487401,1222.37
2023-02-24,1315.65,1427.0,1261.6,1410.0,422968,1321.15
2023-02-23,1382.65,1438.0,1350.0,1380.0,427592,1394.0
2023-02-22,1404.85,1560.0,1381.2,1535.0,509088,1439.33
2023-02-21,1571.1,1644.45,1561.3,1626.0,281877,1598.62
2023-02-20,1621.45,1685.0,1560.5,1650.0,334008,1623.91
2023-02-17,1722.7,1815.85,1703.2,1800.0,282372,1747.8
2023-02-16,1796.6,1874.95,1790.0,1820.0,298112,1818.58
2023-02-15,1779.1,1824.4,1750.0,1780.0,385669,1788.18
2023-02-14,1749.7,1889.0,1611.35,1735.0,687240,1736.55
